MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6780693779,51,37,26,40,36,35,48,42,40,57,36
KR_6788539773,34,28,26,41,40,38,38,29,49,45,42
KR_6789448122,43,37,34,36,45,49,41,42,43,32,19
KR_6788418335,33,31,54,19,53,45,22,37,46,28,37
KR_6785316238,34,46,38,45,37,28,38,44,37,40,43
KR_6777811525,37,47,28,33,45,45,27,50,40,32,37
KR_6762616974,37,40,25,18,35,41,41,40,25,37,40
KR_6778234495,39,40,26,45,39,41,37,50,22,42,52
KR_6784154733,48,37,35,27,34,46,33,46,46,35,45
KR_6787665855,36,36,32,42,43,33,38,42,23,59,28
KR_6784900732,39,34,35,20,43,54,40,42,42,34,64
KR_6783964817,32,41,37,23,42,29,35,61,23,63,22
KR_6785301456,41,33,34,48,29,40,42,47,60,21,29
KR_6788898238,26,36,37,26,37,26,67,44,34,44,45
KR_6755524030,39,26,41,40,37,55,50,56,57,35,42
KR_6787880457,29,51,28,36,49,51,48,41,43,50,30
KR_6786613669,39,32,23,44,35,28,48,32,41,53,35
KR_6771728197,35,31,47,35,33,37,37,48,22,53,30
KR_6785377016,50,36,32,48,32,32,46,42,36,28,34
KR_6775295805,32,23,27,39,26,54,32,44,30,55,16
KR_6784750970,32,41,42,37,37,39,41,50,38,34,45
KR_6774427579,31,34,24,39,32,38,50,25,45,52,40
KR_6775351368,43,29,32,45,30,31,51,25,45,36,35
KR_6785832261,38,27,44,44,34,49,37,37,36,37,52
KR_6758473345,30,28,39,39,48,36,47,26,55,47,44
KR_6778068358,41,42,38,33,24,41,42,35,41,58,33
KR_6789160804,56,33,40,26,43,34,42,54,49,53,31
KR_6775173219,38,34,33,35,36,29,47,33,37,35,43
KR_6770487829,30,35,35,41,45,24,32,49,47,28,37
KR_6776829452,29,36,30,33,34,52,31,50,44,36,37
KR_6788191754,29,35,45,37,42,35,59,30,58,49,43
KR_6789934324,40,36,50,29,24,43,40,31,49,39,33
KR_6789809078,47,26,49,25,36,40,33,52,49,37,39
KR_6787147104,47,26,49,25,36,40,33,52,49,37,39
KR_6775893505,41,31,20,46,20,49,57,47,47,30,52
KR_6764858224,60,62,53,34,40,49,60,51,57,91,49
KR_6758415145,43,42,46,37,50,30,65,48,50,40,49
KR_6770759454,41,51,31,20,56,38,47,26,58,25,55
KR_6771898562,37,37,39,24,51,31,40,46,36,39,50
KR_6779756855,56,26,29,44,42,41,30,45,35,61,50
KR_6778328731,30,34,31,35,35,41,29,46,45,41,34
KR_6784369291,41,29,39,32,31,40,32,32,42,36,47
KR_6789864724,24,38,21,32,38,47,21,33,48,29,21
KR_6780373742,39,32,41,30,37,40,35,37,45,41,45
KR_6752741556,48,43,30,43,28,26,34,47,52,53,35
KR_6789625834,40,53,33,56,36,32,40,56,39,35,35
KR_6788823454,44,19,31,33,37,52,25,46,55,41,47
KR_6780199635,26,34,38,35,39,39,31,54,37,40,67
KR_6787088930,33,31,30,20,26,31,27,34,28,43,46
KR_6773253041,36,34,35,44,34,35,68,49,24,48,53
KR_6786160166,33,34,56,43,34,60,37,55,42,48,49
KR_6788123809,37,56,25,37,37,35,42,42,26,58,40
KR_6785731665,43,30,26,34,37,43,48,56,44,50,37
KR_6788894511,42,37,40,38,36,41,38,51,44,48,46
KR_6788085121,32,40,44,31,37,37,50,35,48,42,49
KR_6785339749,42,31,34,33,25,41,31,42,25,44,29
KR_6784237230,34,35,41,48,27,30,45,59,30,53,32
KR_6766855874,45,44,35,51,34,37,37,41,65,40,42
KR_6775782263,37,27,28,44,39,41,33,48,38,27,42
KR_6767399752,33,33,28,41,37,35,37,43,45,47,37
KR_6755291926,40,33,37,31,46,48,43,33,55,29,51
KR_6789054317,44,42,36,62,88,79,77,64,51,33,44
KR_6784950263,34,37,30,34,53,30,40,47,55,32,45
KR_6760108995,36,31,40,36,30,30,40,63,37,37,41
KR_6779168685,36,37,35,41,34,36,41,62,48,40,36
KR_6787024443,29,38,33,37,28,42,46,34,40,43,45
KR_6764660082,52,31,45,41,46,30,30,41,40,27,45
KR_6786611963,33,29,33,33,26,41,22,26,29,39,33
KR_6786610231,30,41,28,40,34,43,50,36,27,47,43
KR_6784468126,27,40,35,43,23,38,35,32,34,40,40
KR_6779827247,36,34,31,41,23,50,46,32,49,35,52
KR_6783629748,34,31,26,42,38,41,57,26,76,40,52
KR_6765052663,40,20,39,26,27,30,53,30,49,45,40
KR_6788797490,34,29,47,36,33,39,30,44,44,47,43
KR_6789882764,42,24,39,42,31,41,53,45,41,34,38
KR_6777799585,39,35,45,20,46,32,30,33,43,37,51
KR_6775872946,38,35,44,43,50,36,44,54,50,42,50
KR_6788320544,42,41,36,29,39,29,51,36,52,51,46
KR_6778203960,44,35,38,35,31,24,45,34,35,26,53
KR_6788361383,36,49,26,32,41,35,27,46,22,45,49
KR_6777942159,31,27,36,46,42,39,32,37,40,42,29
KR_6789205298,34,38,25,63,38,33,57,43,59,39,39
KR_6777331655,37,37,44,27,28,56,44,30,31,35,30
KR_6756543398,51,38,27,48,24,27,38,30,40,40,32
KR_6789803882,37,35,39,36,35,31,48,40,39,51,55
KR_6787594688,55,41,33,33,43,52,44,34,55,30,53
KR_6788134685,45,37,37,53,39,51,34,44,67,42,45
KR_6777487221,34,31,37,28,34,32,44,30,46,40,31
KR_6784987229,35,37,54,38,27,49,30,44,43,38,56
KR_6779610112,46,24,28,50,35,28,52,34,30,33,24
KR_6784721795,40,26,34,38,32,44,33,42,29,61,34
KR_6787883905,37,48,33,26,40,32,63,36,40,44,61
KR_6785907331,43,39,37,49,25,38,37,56,28,35,42
